X,Y,streetcrime,offense_code_group,domestic,type,offense_description,district,nonviolent,source,updated,timestamp,ucr_part,reporting_area,month,occurred_on_date,year,street,offense_code,incident_number,day_of_week,desc,shooting
-71.08643029,42.31088458,0,Medical Assistance,0,03001,DEATH INVESTIGATION,B2,1,Boston,1473372001636,1473239340000,Part Three,320,9,2016/09/07 09:09:00,2016,ELM HILL AVE,03001,I162072818,Wednesday,DEATH INVESTIGATION,
-71.08643029,42.31088458,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1478815201388,1478696220000,Part One,320,11,2016/11/09 12:57:00,2016,ELM HILL AVE,00619,I162091841,Wednesday,LARCENY ALL OTHERS,
-71.09073569,42.31302406,0,Investigate Person,0,03115,INVESTIGATE PERSON,B2,1,Boston,1473199200853,1473054480000,Part Three,316,9,2016/09/05 05:48:00,2016,RUTHVEN ST,03115,I162072297,Monday,INVESTIGATE PERSON,
-71.09073569,42.31302406,0,Towed,0,03410,TOWED MOTOR VEHICLE,B2,1,Boston,1477605600867,1477473360000,Part Three,316,10,2016/10/26 09:16:00,2016,RUTHVEN ST,03410,I162087683,Wednesday,TOWED MOTOR VEHICLE,
-71.09073569,42.31302406,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1477692001140,1477591320000,Part Three,316,10,2016/10/27 18:02:00,2016,RUTHVEN ST,03301,I162088097,Thursday,VERBAL DISPUTE,
-71.09039946,42.31359796,1,Larceny,0,00617,LARCENY THEFT FROM BUILDING,B2,1,Boston,1476828001109,1476733080000,Part One,314,10,2016/10/17 19:38:00,2016,CRAWFORD ST,00617,I162085142,Monday,LARCENY THEFT FROM BUILDING,
-71.09039946,42.31359796,0,Medical Assistance,0,03001,DEATH INVESTIGATION,B2,1,Boston,1479592801473,1479486360000,Part Three,316,11,2016/11/18 16:26:00,2016,CRAWFORD ST,03001,I162094475,Friday,DEATH INVESTIGATION,
-71.0861002,42.31130975,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1472508001044,1472387460000,Part Three,320,8,2016/08/28 12:31:00,2016,ELM HILL AVE,03301,I162069885,Sunday,VERBAL DISPUTE,
-71.0861002,42.31130975,0,Motor Vehicle Accident Response,0,03830,M/V - LEAVING SCENE - PERSONAL INJURY,B2,1,Boston,1474149601079,1474054920000,Part Three,320,9,2016/09/16 19:42:00,2016,ELM HILL AVE,03830,I162075812,Friday,M/V - LEAVING SCENE - PERSONAL INJURY,
-71.08734852,42.30973269,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1478901601391,1478782980000,Part One,319,11,2016/11/10 13:03:00,2016,ELM HILL AVE,00614,I162092102,Thursday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.08734852,42.30973269,0,Warrant Arrests,0,03125,WARRANT ARREST,B2,1,Boston,1478988001492,1478869260000,Part Three,319,11,2016/11/11 13:01:00,2016,ELM HILL AVE,03125,I162092414,Friday,WARRANT ARREST,
-71.08770806,42.31442149,0,Missing Person Reported,0,03501,MISSING PERSON,B2,1,Boston,1472149504920,1471794060000,Part Three,315,8,2016/08/21 15:41:00,2016,WAUMBECK ST,03501,I162067806,Sunday,MISSING PERSON,
-71.08770806,42.31442149,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1473372001636,1473235380000,Part Three,315,9,2016/09/07 08:03:00,2016,WAUMBECK ST,03006,I162072811,Wednesday,SICK/INJURED/MEDICAL - PERSON,
-71.08770806,42.31442149,0,Investigate Person,0,03115,INVESTIGATE PERSON,B2,1,Boston,1475877601366,1475785200000,Part Three,315,10,2016/10/06 20:20:00,2016,WAUMBECK ST,03115,I162081959,Thursday,INVESTIGATE PERSON,
-71.08586299,42.31167532,0,Other,0,02610,TRESPASSING,B2,0,Boston,1473804001806,1473707760000,Part Two,320,9,2016/09/12 19:16:00,2016,CRAWFORD ST,02610,I162074560,Monday,TRESPASSING,
-71.09108923,42.31116648,0,Motor Vehicle Accident Response,0,03802,M/V ACCIDENT - PROPERTY �DAMAGE,B2,1,Boston,1480975201617,1480814880000,Part Three,318,12,2016/12/04 01:28:00,2016,HUMBOLDT AVE,03802,I162098789,Sunday,M/V ACCIDENT - PROPERTY �DAMAGE,
-71.08762428,42.30936254,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1473890400601,1473798000000,Part One,318,9,2016/09/13 20:20:00,2016,ELM HILL AVE,00614,I162074838,Tuesday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.08762428,42.30936254,0,Motor Vehicle Accident Response,0,03801,M/V ACCIDENT - OTHER,B2,1,Boston,1476309600792,1476184680000,Part Three,319,10,2016/10/11 11:18:00,2016,ELM HILL AVE,03801,I162083250,Tuesday,M/V ACCIDENT - OTHER,
-71.08990197,42.30956305,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,1,Boston,1472149504927,1471761060000,Part Three,318,8,2016/08/21 06:31:00,2016,BROOKLEDGE ST,03831,I162067693,Sunday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.08990197,42.30956305,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1472149593609,1472021700000,Part Three,318,8,2016/08/24 06:55:00,2016,BROOKLEDGE ST,03006,I162068623,Wednesday,SICK/INJURED/MEDICAL - PERSON,
-71.08990197,42.30956305,1,Simple Assault,0,00801,ASSAULT - SIMPLE,B2,1,Boston,1476914401242,1476826560000,Part Two,318,10,2016/10/18 21:36:00,2016,BROOKLEDGE ST,00801,I162085512,Tuesday,ASSAULT - SIMPLE,
-71.08990197,42.30956305,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1477087201415,1476985740000,Part Two,318,10,2016/10/20 17:49:00,2016,BROOKLEDGE ST,02647,I162086073,Thursday,THREATS TO DO BODILY HARM,
-71.08990197,42.30956305,1,Vandalism,0,01402,VANDALISM,B2,1,Boston,1480197601302,1480064580000,Part Two,318,11,2016/11/25 09:03:00,2016,BROOKLEDGE ST,01402,I162096264,Friday,VANDALISM,
-71.08993418,42.3144484,1,Aggravated Assault,0,00413,ASSAULT - AGGRAVATED - BATTERY,B2,0,Boston,1472594401009,1472493600000,Part One,314,8,2016/08/29 18:00:00,2016,HOWLAND ST,00413,I162070300,Monday,ASSAULT - AGGRAVATED - BATTERY,
-71.08993418,42.3144484,0,Missing Person Reported,0,03501,MISSING PERSON,B2,1,Boston,1473199200852,1473098160000,Part Three,314,9,2016/09/05 17:56:00,2016,HOWLAND ST,03501,I162072425,Monday,MISSING PERSON,
-71.08993418,42.3144484,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1473285600682,1473146940000,Part Three,314,9,2016/09/06 07:29:00,2016,HOWLAND ST,03301,I162072545,Tuesday,VERBAL DISPUTE,
-71.08993418,42.3144484,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1473372001628,1473217860000,Part Three,314,9,2016/09/07 03:11:00,2016,HOWLAND ST,03301,I162072796,Wednesday,VERBAL DISPUTE,
-71.08993418,42.3144484,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1473372001639,1473261600000,Part Two,314,9,2016/09/07 15:20:00,2016,HOWLAND ST,02647,I162072956,Wednesday,THREATS TO DO BODILY HARM,
-71.08993418,42.3144484,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1476914401243,1476775440000,Part Three,314,10,2016/10/18 07:24:00,2016,HOWLAND ST,03006,I162085248,Tuesday,SICK/INJURED/MEDICAL - PERSON,
-71.08993418,42.3144484,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,B2,1,Boston,1478124001618,1477986360000,Part Two,314,11,2016/11/01 07:46:00,2016,HOWLAND ST,00802,I162089321,Tuesday,ASSAULT SIMPLE - BATTERY,
-71.08993418,42.3144484,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1480370401320,1480252620000,Part Two,314,11,2016/11/27 13:17:00,2016,HOWLAND ST,02647,I162096834,Sunday,THREATS TO DO BODILY HARM,
-71.08699087,42.31449247,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,B2,1,Boston,1480975201618,1480851258000,Part Three,315,12,2016/12/04 11:34:18,2016,WABENO ST,03114,I162098836,Sunday,INVESTIGATE PROPERTY,
-71.08556294,42.31204855,0,Towed,0,03410,TOWED MOTOR VEHICLE,B2,1,Boston,1472940001289,1472783640000,Part Three,315,9,2016/09/02 02:34:00,2016,ELM HILL AVE,03410,I162071399,Friday,TOWED MOTOR VEHICLE,
-71.08635277,42.3140129,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1473458401297,1473331440000,Part Three,315,9,2016/09/08 10:44:00,2016,WAUMBECK ST,03006,I162073253,Thursday,SICK/INJURED/MEDICAL - PERSON,
-71.08635277,42.3140129,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1480888801891,1480772040000,Part One,315,12,2016/12/03 13:34:00,2016,WAUMBECK ST,00614,I162098617,Saturday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.09134356,42.31085539,0,Missing Person Located,0,03503,MISSING PERSON - NOT REPORTED - LOCATED,B2,1,Boston,1478815201389,1478707200000,Part Three,316,11,2016/11/09 16:00:00,2016,HUMBOLDT AVE,03503,I162091984,Wednesday,MISSING PERSON - NOT REPORTED - LOCATED,
-71.09154902,42.31242132,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1472149566230,1471887600000,Part Three,316,8,2016/08/22 17:40:00,2016,HOMESTEAD ST,03301,I162068142,Monday,VERBAL DISPUTE,
-71.09154902,42.31242132,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1472594401003,1472493300000,Part Three,316,8,2016/08/29 17:55:00,2016,HOMESTEAD ST,03301,I162070325,Monday,VERBAL DISPUTE,
-71.09154902,42.31242132,0,Restraining Order Violations,1,02007,VIOL. OF RESTRAINING ORDER W NO ARREST,B2,0,Boston,1472680801193,1472520120000,Part Two,316,8,2016/08/30 01:22:00,2016,HOMESTEAD ST,02007,I162070413,Tuesday,VIOL. OF RESTRAINING ORDER W NO ARREST,
-71.09154902,42.31242132,0,Evading Fare,0,02632,EVADING FARE,B2,0,Boston,1473890400599,1473792000000,Part Two,316,9,2016/09/13 18:40:00,2016,HOMESTEAD ST,02632,I162074800,Tuesday,EVADING FARE,
-71.09154902,42.31242132,0,Fraud,0,01102,FRAUD - FALSE PRETENSE / SCHEME,B2,1,Boston,1474495201973,1474392240000,Part Two,316,9,2016/09/20 17:24:00,2016,HOMESTEAD ST,01102,I162077006,Tuesday,FRAUD - FALSE PRETENSE / SCHEME,
-71.09154902,42.31242132,1,Aggravated Assault,0,00413,ASSAULT - AGGRAVATED - BATTERY,B2,0,Boston,1474668001484,1474572360000,Part One,316,9,2016/09/22 19:26:00,2016,HOMESTEAD ST,00413,I162077693,Thursday,ASSAULT - AGGRAVATED - BATTERY,
-71.09154902,42.31242132,0,Property Lost,0,03201,PROPERTY - LOST,B2,1,Boston,1479679201666,1479576300000,Part Three,316,11,2016/11/19 17:25:00,2016,HOMESTEAD ST,03201,I162094794,Saturday,PROPERTY - LOST,
-71.09154902,42.31242132,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1479938400805,1479777660000,Part Three,316,11,2016/11/22 01:21:00,2016,HOMESTEAD ST,03006,I162095496,Tuesday,SICK/INJURED/MEDICAL - PERSON,
-71.09151624,42.31137341,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1476655201028,1476556740000,Part One,316,10,2016/10/15 18:39:00,2016,HUTCHINGS ST,00614,I162084588,Saturday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.08783592,42.31521134,1,Residential Burglary,0,00522,BURGLARY - RESIDENTIAL - NO FORCE,B2,1,Boston,1472149566241,1471867200000,Part One,315,8,2016/08/22 12:00:00,2016,HUMBOLDT AVE,00522,I162068154,Monday,BURGLARY - RESIDENTIAL - NO FORCE,
-71.08783592,42.31521134,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1472680801193,1472575320000,Part One,315,8,2016/08/30 16:42:00,2016,HUMBOLDT AVE,00619,I162070611,Tuesday,LARCENY ALL OTHERS,
-71.08783592,42.31521134,0,Investigate Person,0,03115,INVESTIGATE PERSON,B2,1,Boston,1477173601716,1477050360000,Part Three,312,10,2016/10/21 11:46:00,2016,HUMBOLDT AVE,03115,I162086261,Friday,INVESTIGATE PERSON,
-71.08783592,42.31521134,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,B2,1,Boston,1477432800720,1477306500000,Part Two,312,10,2016/10/24 10:55:00,2016,HUMBOLDT AVE,00802,I162087080,Monday,ASSAULT SIMPLE - BATTERY,
-71.08783592,42.31521134,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,1,Boston,1477692001136,1477584600000,Part Three,312,10,2016/10/27 16:10:00,2016,HUMBOLDT AVE,03831,I162088074,Thursday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.08783592,42.31521134,1,Drug Violation,0,01815,DRUGS - POSSESSION,B2,1,Boston,1478037601725,1477900800000,Part Two,312,10,2016/10/31 08:00:00,2016,HUMBOLDT AVE,01815,I162089014,Monday,DRUGS - POSSESSION,
-71.08818433,42.30866068,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,1,Boston,1473804001803,1473696000000,Part Three,318,9,2016/09/12 16:00:00,2016,ELM HILL AVE,03831,I162074488,Monday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.08667126,42.30911422,0,Medical Assistance,0,03001,DEATH INVESTIGATION,B2,1,Boston,1473890400596,1473768300000,Part Three,319,9,2016/09/13 12:05:00,2016,SCHUYLER ST,03001,I162074679,Tuesday,DEATH INVESTIGATION,
-71.08667126,42.30911422,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1473976800836,1473851580000,Part Two,319,9,2016/09/14 11:13:00,2016,SCHUYLER ST,02647,I162074991,Wednesday,THREATS TO DO BODILY HARM,
-71.08667126,42.30911422,1,Simple Assault,0,00801,ASSAULT - SIMPLE,B2,1,Boston,1480716000768,1480622640000,Part Two,319,12,2016/12/01 20:04:00,2016,SCHUYLER ST,00801,I162098135,Thursday,ASSAULT - SIMPLE,
-71.0853021,42.31039012,1,Larceny From Motor Vehicle,0,00615,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,1,Boston,1477778401510,1477640700000,Part One,320,10,2016/10/28 07:45:00,2016,GEORGIA ST,00615,I162088197,Friday,LARCENY THEFT OF MV PARTS & ACCESSORIES,
-71.09134282,42.31420573,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1474668001483,1474565340000,Part Two,316,9,2016/09/22 17:29:00,2016,ABBOTSFORD ST,02647,I162077621,Thursday,THREATS TO DO BODILY HARM,
-71.0918393,42.31024899,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1472767201394,1472655120000,Part Two,318,8,2016/08/31 14:52:00,2016,HUMBOLDT AVE,02647,I162070917,Wednesday,THREATS TO DO BODILY HARM,
-71.0918393,42.31024899,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,B2,1,Boston,1477260001647,1477155420000,Part Two,318,10,2016/10/22 16:57:00,2016,HUMBOLDT AVE,00802,I162086644,Saturday,ASSAULT SIMPLE - BATTERY,
-71.0918393,42.31024899,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1479247200985,1479157260000,Part Three,318,11,2016/11/14 21:01:00,2016,HUMBOLDT AVE,03301,I162093328,Monday,VERBAL DISPUTE,
-71.08718664,42.30845311,0,Investigate Person,0,03115,INVESTIGATE PERSON,B2,1,Boston,1476828001088,1476738000000,Part Three,319,10,2016/10/17 21:00:00,2016,SONOMA ST,03115,I162085168,Monday,INVESTIGATE PERSON,
-71.08718664,42.30845311,0,Motor Vehicle Accident Response,0,03802,M/V ACCIDENT - PROPERTY �DAMAGE,B2,1,Boston,1477605600869,1477497540000,Part Three,319,10,2016/10/26 15:59:00,2016,SONOMA ST,03802,I162087776,Wednesday,M/V ACCIDENT - PROPERTY �DAMAGE,
-71.08718664,42.30845311,0,Towed,0,03410,TOWED MOTOR VEHICLE,B2,1,Boston,1478469600945,1478328480000,Part Three,319,11,2016/11/05 06:48:00,2016,SONOMA ST,03410,I162090688,Saturday,TOWED MOTOR VEHICLE,
-71.08718664,42.30845311,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1480802401271,1480687200000,Part Three,319,12,2016/12/02 14:00:00,2016,SONOMA ST,03301,I162098313,Friday,VERBAL DISPUTE,
-71.09055618,42.30878855,1,Robbery,0,00311,ROBBERY - COMMERCIAL,B2,0,Boston,1472594401002,1472487720000,Part One,318,8,2016/08/29 16:22:00,2016,SEAVER ST,00311,I162070316,Monday,ROBBERY - COMMERCIAL,
-71.09055618,42.30878855,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1473199200857,1473095820000,Part Three,318,9,2016/09/05 17:17:00,2016,SEAVER ST,03301,I162072428,Monday,VERBAL DISPUTE,
-71.09055618,42.30878855,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1477173601709,1477050720000,Part Three,318,10,2016/10/21 11:52:00,2016,SEAVER ST,03301,I162086257,Friday,VERBAL DISPUTE,
-71.09055618,42.30878855,0,Investigate Person,0,03115,INVESTIGATE PERSON,B2,1,Boston,1477864801350,1477756200000,Part Three,318,10,2016/10/29 15:50:00,2016,SEAVER ST,03115,I162088614,Saturday,INVESTIGATE PERSON,
-71.09055618,42.30878855,1,Residential Burglary,0,00520,BURGLARY - RESIDENTIAL - FORCE,B2,1,Boston,1480111201238,1479985500000,Part One,318,11,2016/11/24 11:05:00,2016,SEAVER ST,00520,I162096118,Thursday,BURGLARY - RESIDENTIAL - FORCE,
-71.08951391,42.3156892,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1474668001477,1474527600000,Part One,312,9,2016/09/22 07:00:00,2016,HOLLANDER ST,00619,I162077686,Thursday,LARCENY ALL OTHERS,
-71.08951391,42.3156892,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,B2,1,Boston,1476655201028,1476494280000,Part Three,314,10,2016/10/15 01:18:00,2016,HOLLANDER ST,03114,I162084362,Saturday,INVESTIGATE PROPERTY,
-71.08951391,42.3156892,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1478037601732,1477880760000,Part Three,312,10,2016/10/31 02:26:00,2016,HOLLANDER ST,03301,I162088985,Monday,VERBAL DISPUTE,
-71.08951391,42.3156892,1,Residential Burglary,0,00520,BURGLARY - RESIDENTIAL - FORCE,B2,1,Boston,1479420001565,1479307320000,Part One,312,11,2016/11/16 14:42:00,2016,HOLLANDER ST,00520,I162093845,Wednesday,BURGLARY - RESIDENTIAL - FORCE,
-71.09178832,42.31396775,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1477864801350,1477754640000,Part Three,316,10,2016/10/29 15:24:00,2016,HAROLD ST,03006,I162088668,Saturday,SICK/INJURED/MEDICAL - PERSON,
-71.08870712,42.30801734,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1472335200817,1472171280000,Part Three,920,8,2016/08/26 00:28:00,2016,ELM HILL AVE,03006,I162069200,Friday,SICK/INJURED/MEDICAL - PERSON,
-71.08870712,42.30801734,0,Fraud,0,01102,FRAUD - FALSE PRETENSE / SCHEME,B2,1,Boston,1478642401196,1478534400000,Part Two,920,11,2016/11/07 16:00:00,2016,ELM HILL AVE,01102,I162091318,Monday,FRAUD - FALSE PRETENSE / SCHEME,
-71.09238463,42.31109466,0,Motor Vehicle Accident Response,0,03830,M/V - LEAVING SCENE - PERSONAL INJURY,B2,1,Boston,1478037601727,1477903440000,Part Three,316,10,2016/10/31 08:44:00,2016,PARK VIEW ST,03830,I162089033,Monday,M/V - LEAVING SCENE - PERSONAL INJURY,
